,price_usd_per_m2,property_type,place_name,surface_total_in_m2,surface_covered_in_m2,ambientes,parrilla
11382,2814.8148148148152,apartment,Palermo,27.0,23.0,1.0,0
11388,2641.0256410256407,apartment,Nuñez,78.0,51.0,3.0,1
11390,2338.7096774193546,apartment,Belgrano,124.0,86.0,3.0,0
11391,2233.333333333333,apartment,Colegiales,60.0,60.0,3.0,0
11392,3543.147208121828,apartment,Belgrano,197.0,171.0,5.0,0
11393,3055.340425531915,apartment,Villa Crespo,47.0,40.0,2.0,0
11394,2122.8070175438597,apartment,Flores,57.0,53.0,3.0,0
11398,2125.0,apartment,Almagro,32.0,32.0,2.0,0
11399,2012.987012987013,apartment,San Cristobal,77.0,72.0,3.0,0
11400,3036.3636363636365,apartment,Palermo,55.0,51.0,2.0,0
11404,1688.888888888889,apartment,Paternal,45.0,40.0,2.0,0
11405,1715.1162790697674,apartment,Villa del Parque,172.0,127.0,4.0,0
11406,1715.1162790697674,apartment,Villa del Parque,172.0,127.0,4.0,0
11407,2916.666666666666,apartment,Caballito,60.0,58.0,3.0,0
11412,1953.125,apartment,Parque Centenario,64.0,44.0,2.0,0
11413,1953.125,apartment,Almagro,64.0,44.0,2.0,0
11414,1953.125,apartment,Villa Crespo,64.0,44.0,2.0,0
11415,1953.125,apartment,Parque Centenario,64.0,44.0,2.0,0
11416,1953.125,apartment,Almagro,64.0,44.0,2.0,0
11417,1953.125,apartment,Villa Crespo,64.0,44.0,2.0,0
11418,2322.033898305085,apartment,Villa Crespo,59.0,48.0,3.0,0
11419,2322.033898305085,apartment,Villa Crespo,59.0,48.0,3.0,0
11420,2194.915254237288,apartment,Palermo,59.0,59.0,3.0,0
11424,2194.915254237288,apartment,Palermo,59.0,59.0,3.0,0
11427,2464.285714285714,apartment,Almagro,28.0,28.0,2.0,0
11428,2464.285714285714,apartment,Recoleta,28.0,28.0,2.0,0
11429,2464.285714285714,apartment,Almagro,28.0,28.0,2.0,0
11430,2464.285714285714,apartment,Recoleta,28.0,28.0,2.0,0
11431,2322.033898305085,apartment,Parque Centenario,59.0,48.0,3.0,0
11432,2322.033898305085,apartment,Caballito,59.0,48.0,3.0,0
11433,2322.033898305085,apartment,Parque Centenario,59.0,48.0,3.0,0
11434,3795.180722891567,apartment,Palermo,83.0,78.0,1.0,0
11435,4482.758620689655,apartment,Las Cañitas,58.0,51.0,2.0,0
11436,2500.0,apartment,Barrio Norte,30.0,30.0,1.0,0
11437,704.9180327868852,apartment,Mataderos,305.0,208.0,3.0,0
11439,1351.851851851852,apartment,Mataderos,54.0,49.0,4.0,0
11440,3043.478260869565,apartment,Villa Luro,46.0,43.0,2.0,0
11441,2115.3846153846152,apartment,Saavedra,78.0,78.0,4.0,0
11442,2115.3846153846152,apartment,Coghlan,78.0,78.0,4.0,0
11443,2797.0297029702974,apartment,Belgrano,202.0,170.0,5.0,0
11444,2051.7241379310344,apartment,Belgrano,58.0,54.0,3.0,0
11445,1642.857142857143,apartment,Saavedra,56.0,31.0,1.0,0
11446,2084.507042253521,apartment,Saavedra,71.0,63.0,3.0,0
11451,2352.9411764705883,apartment,Balvanera,68.0,60.0,3.0,0
11452,2083.333333333333,apartment,Almagro,60.0,44.0,2.0,0
11453,2333.333333333333,apartment,Monserrat,30.0,30.0,2.0,0
11454,2333.333333333333,apartment,Centro / Microcentro,30.0,30.0,2.0,0
11455,2352.9411764705883,apartment,Once,68.0,60.0,3.0,0
11457,2000.0,apartment,Flores,32.0,32.0,2.0,0
11458,2615.384615384615,apartment,Barrio Norte,130.0,120.0,3.0,0
11459,2902.439024390244,apartment,Belgrano,41.0,31.0,1.0,0
11460,3555.555555555556,apartment,Palermo,180.0,125.0,4.0,1
11461,2482.7586206896553,apartment,Barrio Norte,29.0,27.0,1.0,0
11462,2441.860465116279,apartment,Caballito,43.0,41.0,2.0,0
11463,2033.333333333333,apartment,Parque Patricios,60.0,50.0,3.0,0
11464,1235.9550561797753,apartment,Centro / Microcentro,89.0,72.0,3.0,0
11465,2307.692307692308,apartment,Belgrano,39.0,35.0,1.0,0
11466,2405.405405405405,apartment,Palermo,37.0,37.0,2.0,0
11467,3109.375,apartment,Las Cañitas,64.0,59.0,2.0,0
11469,2155.172413793104,apartment,Colegiales,58.0,50.0,1.0,0
11470,2123.1677142857143,apartment,Boedo,35.0,35.0,1.0,0
11471,1948.7179487179485,apartment,Flores,39.0,35.0,1.0,0
11472,2692.3076923076924,apartment,Nuñez,39.0,38.0,2.0,0
11473,2692.3076923076924,apartment,Belgrano,39.0,38.0,2.0,0
11474,2894.7368421052643,apartment,Palermo,38.0,31.0,2.0,0
11475,2894.7368421052643,apartment,Belgrano,38.0,31.0,2.0,0
11476,3000.0,apartment,Villa Ortuzar,35.0,33.0,2.0,0
11477,1500.0,apartment,Palermo,62.0,32.0,1.0,0
11481,2013.157894736842,apartment,Palermo,114.0,49.0,2.0,1
11482,2013.157894736842,apartment,Palermo Hollywood,114.0,49.0,2.0,1
11483,3074.078947368421,apartment,Belgrano,38.0,33.0,1.0,0
11484,3010.8108108108117,apartment,Belgrano,37.0,30.0,1.0,0
11485,2959.4594594594605,apartment,Belgrano,37.0,30.0,1.0,0
11486,2600.0,apartment,Saavedra,50.0,42.0,2.0,0
11488,2304.3478260869565,apartment,Balvanera,46.0,42.0,2.0,0
11489,1785.7142857142858,apartment,Balvanera,70.0,42.0,2.0,0
11490,1987.179487179487,apartment,Caballito,78.0,74.0,4.0,0
11493,1923.0769230769226,apartment,Flores,130.0,130.0,4.0,0
11494,1818.1818181818185,apartment,Once,55.0,55.0,3.0,0
11495,1938.271604938272,apartment,Balvanera,81.0,81.0,3.0,0
11496,2750.0,apartment,Caballito,64.0,64.0,3.0,0
11497,2172.0,apartment,Flores,25.0,25.0,1.0,0
11498,2687.5,apartment,Caballito,64.0,64.0,3.0,0
11499,3000.0,apartment,Caballito,46.0,46.0,2.0,0
11500,2731.7073170731705,apartment,Caballito,41.0,41.0,2.0,0
11501,3560.0,apartment,Caballito,50.0,50.0,2.0,0
11502,3030.3030303030305,apartment,Barrio Norte,66.0,66.0,3.0,0
11503,2025.6410256410254,apartment,Balvanera,39.0,39.0,2.0,0
11504,2327.586206896552,apartment,Barrio Norte,116.0,116.0,5.0,0
11505,2777.777777777778,apartment,Caballito,63.0,63.0,3.0,0
11506,1944.4444444444448,apartment,San Cristobal,90.0,82.0,4.0,0
11508,3125.0,apartment,Caballito,40.0,38.0,1.0,0
11509,2800.0,apartment,Caballito,50.0,50.0,2.0,0
11510,3450.0,apartment,Villa Urquiza,100.0,90.0,4.0,0
11512,2592.592592592593,apartment,Villa Devoto,27.0,27.0,1.0,0
11518,2559.1397849462364,apartment,Villa Crespo,93.0,85.0,4.0,0
11520,2868.852459016393,apartment,Villa Crespo,61.0,61.0,3.0,0
11522,2450.980392156863,apartment,Almagro,51.0,47.0,3.0,0
11524,2262.71186440678,apartment,Almagro,118.0,105.0,4.0,0
11525,2884.615384615385,apartment,Belgrano,52.0,45.0,2.0,0
11526,1893.939393939394,apartment,Almagro,66.0,63.0,3.0,0
11528,1882.3529411764707,apartment,Paternal,51.0,51.0,3.0,0
11529,1926.8292682926829,apartment,Flores,205.0,190.0,5.0,0
11530,2419.3548387096776,apartment,Caballito,31.0,31.0,2.0,0
11535,1875.0,apartment,Almagro,48.0,45.0,3.0,0
11537,1703.7037037037037,apartment,Centro / Microcentro,135.0,120.0,4.0,0
11538,2547.169811320755,apartment,Almagro,106.0,80.0,4.0,1
11539,2179.4871794871797,apartment,Balvanera,78.0,75.0,3.0,0
11540,2238.8059701492543,apartment,Balvanera,201.0,145.0,5.0,0
11542,3246.753246753247,apartment,Palermo,231.0,224.0,6.0,1
11543,3246.753246753247,apartment,Palermo,231.0,224.0,6.0,1
11544,2521.5517241379307,apartment,Las Cañitas,232.0,160.0,4.0,0
11545,2521.5517241379307,apartment,Belgrano,232.0,160.0,4.0,0
11546,3150.0,apartment,Nuñez,100.0,75.0,3.0,0
11547,2521.5517241379307,apartment,Palermo,232.0,160.0,4.0,0
11548,5142.857142857143,apartment,Palermo Chico,140.0,140.0,4.0,0
11549,3378.3783783783783,apartment,Palermo,37.0,33.0,1.0,1
11550,4189.189189189189,apartment,Palermo,37.0,33.0,1.0,1
11552,2271.428571428572,apartment,Belgrano,35.0,27.0,2.0,0
11553,1683.0985915492959,apartment,Congreso,71.0,67.0,3.0,0
11555,3840.579710144928,apartment,Belgrano,69.0,63.0,3.0,0
11556,3108.108108108108,apartment,Palermo,37.0,33.0,1.0,1
11557,3108.108108108108,apartment,Palermo Soho,37.0,33.0,1.0,1
11558,3108.108108108108,apartment,Villa Crespo,37.0,33.0,1.0,1
11560,2529.4117647058824,apartment,Villa Crespo,34.0,30.0,1.0,0
11561,1516.666666666667,apartment,Flores,60.0,55.0,3.0,0
11562,1956.521739130435,apartment,Almagro,92.0,80.0,3.0,0
11563,1516.666666666667,apartment,Flores,60.0,55.0,3.0,0
11564,2017.857142857143,apartment,Parque Chacabuco,84.0,76.0,3.0,0
11565,2117.6470588235293,apartment,Flores,34.0,34.0,1.0,0
11566,1772.7272727272727,apartment,Flores,44.0,35.0,2.0,0
11567,2000.0,apartment,Flores,45.0,45.0,3.0,0
11568,2376.237623762376,apartment,Flores,101.0,91.0,3.0,0
11569,1911.764705882353,apartment,Flores,34.0,30.0,1.0,0
11571,3113.2075471698113,apartment,Nuñez,53.0,42.0,2.0,1
11572,4363.636363636364,apartment,Barrio Norte,110.0,110.0,3.0,0
11573,1921.0526315789475,apartment,Once,38.0,38.0,2.0,0
11574,1921.0526315789475,apartment,Balvanera,38.0,38.0,2.0,0
11575,1931.0344827586207,apartment,Boedo,29.0,23.0,1.0,0
11576,3312.883435582822,apartment,Belgrano,163.0,153.0,4.0,0
11577,3076.9230769230767,apartment,Belgrano,273.0,235.0,5.0,0
11580,3070.175438596492,apartment,Villa Luro,114.0,93.0,4.0,0
11581,1626.0162601626016,apartment,Liniers,123.0,105.0,3.0,0
11583,3078.947368421052,apartment,Saavedra,190.0,140.0,4.0,1
11585,2200.0,apartment,Caballito,50.0,46.0,2.0,0
11586,2200.0,apartment,Villa Crespo,45.0,30.0,1.0,0
11592,4083.333333333334,apartment,Belgrano,60.0,60.0,3.0,0
11593,3250.0,apartment,Belgrano,52.0,52.0,3.0,0
11595,3076.9230769230767,apartment,Belgrano,52.0,45.0,2.0,1
11596,3169.8113207547167,apartment,Las Cañitas,53.0,50.0,2.0,0
11597,3292.682926829268,apartment,Villa Urquiza,82.0,72.0,3.0,0
11598,3292.682926829268,apartment,Villa Urquiza,82.0,72.0,3.0,0
11600,2799.5,apartment,Palermo,40.0,38.0,1.0,0
11601,1400.0,apartment,Balvanera,135.0,122.0,4.0,0
11602,2497.368421052632,apartment,Villa Crespo,38.0,35.0,1.0,1
11604,2500.0,apartment,Palermo,68.0,64.0,3.0,1
11606,3703.7037037037044,apartment,Belgrano,54.0,48.0,2.0,0
11607,4363.636363636364,apartment,Nuñez,55.0,50.0,2.0,0
11609,2421.0526315789475,apartment,Villa Devoto,38.0,36.0,1.0,0
11610,1705.8823529411764,apartment,Almagro,85.0,70.0,2.0,0
11611,2638.8888888888887,apartment,Palermo Soho,36.0,36.0,2.0,0
11612,3476.744186046511,apartment,Palermo,86.0,86.0,4.0,0
11618,1984.375,apartment,Almagro,64.0,60.0,3.0,0
11619,2699.1150442477874,apartment,Belgrano,113.0,106.0,3.0,0
11620,2086.6141732283468,apartment,Almagro,127.0,115.0,6.0,0
11621,2410.483870967742,apartment,Almagro,31.0,29.0,1.0,0
11622,2022.4719101123599,apartment,Villa del Parque,89.0,51.0,2.0,1
11623,2303.370786516854,apartment,Almagro,89.0,78.0,4.0,0
11624,2296.875,apartment,Almagro,64.0,57.0,3.0,0
11625,1982.7586206896551,apartment,Almagro,58.0,53.0,3.0,0
11626,3194.4444444444453,apartment,Villa del Parque,36.0,32.0,1.0,0
11627,2319.444444444445,apartment,Almagro,36.0,33.0,2.0,0
11628,2301.369863013699,apartment,Caballito,73.0,65.0,3.0,1
11629,2305.555555555556,apartment,Caballito,36.0,33.0,1.0,0
11630,2065.217391304348,apartment,Almagro,46.0,40.0,2.0,0
11631,2322.5806451612907,apartment,Almagro,31.0,31.0,2.0,0
11632,2276.595744680851,apartment,Almagro,47.0,43.0,2.0,0
11633,2152.1739130434785,apartment,San Nicolás,46.0,46.0,3.0,0
11634,2049.180327868853,apartment,Villa Crespo,61.0,57.0,3.0,0
11635,2603.4482758620693,apartment,Almagro,29.0,26.0,1.0,0
11636,2583.333333333333,apartment,Villa Urquiza,48.0,41.0,2.0,0
11655,3243.2432432432433,apartment,Palermo,37.0,37.0,1.0,0
11656,1811.881188118812,apartment,Barrio Norte,101.0,62.0,3.0,0
11657,2155.555555555556,apartment,Caballito,90.0,60.0,3.0,1
11658,2407.4074074074074,apartment,Caballito,54.0,34.0,2.0,1
11660,1586.8263473053892,apartment,Belgrano,334.0,128.0,4.0,1
11662,2128.2051282051284,apartment,Villa Crespo,39.0,39.0,2.0,0
11664,2538.4615384615386,apartment,Barrio Norte,130.0,127.0,4.0,0
11665,4848.484848484848,apartment,Palermo,99.0,80.0,3.0,0
11666,2663.551401869159,apartment,Barrio Norte,107.0,104.0,5.0,0
11667,2676.0563380281687,apartment,Recoleta,284.0,258.0,8.0,0
11668,3934.426229508197,apartment,Recoleta,122.0,120.0,4.0,0
11669,1634.6153846153845,apartment,Balvanera,52.0,45.0,2.0,0
11670,2934.782608695652,apartment,Villa Crespo,46.0,38.0,2.0,1
11671,2083.333333333333,apartment,Monserrat,96.0,86.0,3.0,0
11672,2078.125,apartment,Almagro,64.0,60.0,3.0,0
11673,3289.4736842105267,apartment,Belgrano,76.0,70.0,3.0,0
11674,2288.135593220339,apartment,Villa Ortuzar,59.0,50.0,3.0,0
11675,2909.090909090909,apartment,Palermo Hollywood,33.0,30.0,1.0,1
11676,2909.090909090909,apartment,Palermo Hollywood,33.0,30.0,1.0,1
11677,3000.0,apartment,Palermo Hollywood,33.0,30.0,1.0,1
11678,2000.0,apartment,Flores,54.0,49.0,3.0,0
11679,2567.1641791044776,apartment,Almagro,67.0,64.0,3.0,0
11680,1210.5263157894738,apartment,San Nicolás,95.0,55.0,1.0,0
11683,2571.428571428572,apartment,Palermo,140.0,132.0,5.0,0
11685,3500.0,apartment,Villa Urquiza,110.0,105.0,4.0,0
11686,2200.0,apartment,Boedo,45.0,40.0,2.0,0
11688,2848.837209302325,apartment,Palermo Hollywood,86.0,68.0,1.0,0
11689,3785.714285714286,apartment,Barrio Norte,42.0,38.0,2.0,0
11690,3837.837837837838,apartment,Barrio Norte,37.0,31.0,1.0,0
11691,2000.0,apartment,Almagro,40.0,40.0,2.0,0
11692,2321.428571428572,apartment,Caballito,84.0,76.0,4.0,0
11693,3970.5882352941176,apartment,Palermo,34.0,32.0,1.0,0
11695,3332.2244897959185,apartment,Palermo Soho,49.0,40.0,2.0,1
11696,3604.4,apartment,Palermo Soho,35.0,29.0,2.0,1
11697,2128.2051282051284,apartment,Villa Crespo,39.0,39.0,2.0,0
11699,3447.3798449612405,apartment,Palermo Soho,129.0,103.0,2.0,1
11700,2694.444444444445,apartment,Villa Crespo,36.0,29.0,1.0,1
11702,2128.2051282051284,apartment,Villa Crespo,39.0,39.0,2.0,0
11704,2184.6,apartment,Caballito,65.0,57.0,3.0,0
11706,2342.1052631578946,apartment,Villa del Parque,38.0,33.0,1.0,1
11707,2029.411764705883,apartment,San Cristobal,34.0,31.0,1.0,1
11732,2369.5652173913045,apartment,Villa General Mitre,46.0,46.0,3.0,0
11739,2928.029411764706,apartment,Caballito,34.0,30.0,2.0,1
11740,2888.21875,apartment,Caballito,32.0,28.0,2.0,1
11743,3541.666666666666,apartment,Las Cañitas,48.0,40.0,2.0,0
11744,2912.5,apartment,Recoleta,240.0,240.0,3.0,0
11745,2800.0,apartment,Recoleta,160.0,130.0,4.0,1
11746,5368.421052631579,apartment,Puerto Madero,95.0,92.0,2.0,0
11747,2731.895,apartment,Villa Urquiza,54.0,49.0,4.0,0
11748,3144.927536231884,apartment,Palermo,69.0,65.0,2.0,0
11751,2355.769230769231,apartment,Palermo,104.0,104.0,3.0,0
11753,2365.384615384615,apartment,Belgrano,78.0,72.0,3.0,0
11754,2300.0,apartment,Recoleta,250.0,250.0,6.0,0
11756,2118.75,apartment,Villa Urquiza,80.0,56.0,3.0,0
11758,2930.3482587064677,apartment,Palermo,201.0,189.0,5.0,0
11760,2455.223880597015,apartment,Recoleta,134.0,124.0,3.0,0
11761,1967.1052631578948,apartment,Chacarita,76.0,70.0,4.0,0
11762,2962.962962962963,apartment,Barrio Norte,27.0,27.0,2.0,0
11763,3273.4375,apartment,Palermo,128.0,71.0,3.0,0
11769,2838.709677419354,apartment,Recoleta,155.0,155.0,4.0,0
11771,1947.6257142857144,apartment,Caballito,42.0,38.0,2.0,0
11772,2837.5,apartment,Caballito,80.0,74.0,4.0,0
11773,2323.69625,apartment,Caballito,24.0,24.0,2.0,0
11775,2250.0,apartment,Flores,40.0,37.0,2.0,0
11776,2158.4895,apartment,Caballito,40.0,36.0,2.0,0
11777,2380.0,apartment,Once,50.0,46.0,2.0,0
11778,2698.1132075471696,apartment,Belgrano,53.0,53.0,2.0,0
11779,2800.0,apartment,Caballito,50.0,45.0,2.0,0
11780,2777.777777777778,apartment,Villa Crespo,45.0,40.0,1.0,0
11781,2962.962962962963,apartment,Belgrano,54.0,53.0,3.0,0
11782,2349.397590361446,apartment,Nuñez,83.0,56.0,3.0,0
11783,2191.25,apartment,Villa Crespo,40.0,40.0,1.0,0
11784,2147.5,apartment,Villa Crespo,40.0,40.0,1.0,0
11785,2280.0,apartment,Villa Crespo,40.0,40.0,1.0,0
11786,3785.714285714286,apartment,Barrio Norte,42.0,39.0,2.0,0
11787,3736.842105263158,apartment,Barrio Norte,38.0,31.0,1.0,0
11788,2434.782608695652,apartment,Villa Luro,46.0,44.0,2.0,0
11789,2476.190476190476,apartment,Balvanera,21.0,21.0,1.0,0
11790,2336.448598130841,apartment,Recoleta,107.0,100.0,4.0,0
11791,2360.0,apartment,Villa Luro,50.0,44.0,2.0,0
11792,2336.448598130841,apartment,Barrio Norte,107.0,100.0,4.0,0
11795,2687.5,apartment,Barrio Norte,80.0,68.0,4.0,0
11796,1988.888888888889,apartment,San Nicolás,90.0,90.0,4.0,0
11797,3500.0,apartment,Las Cañitas,50.0,40.0,3.0,0
11801,2258.8235294117653,apartment,Villa Crespo,51.0,51.0,2.0,0
11802,2235.0,apartment,Villa Crespo,40.0,40.0,1.0,0
11803,2544.444444444445,apartment,Belgrano,90.0,87.0,4.0,0
11804,2544.444444444445,apartment,Palermo,90.0,87.0,4.0,0
11805,2657.142857142857,apartment,Barrio Norte,105.0,85.0,3.0,0
11807,2812.5,apartment,Villa Urquiza,80.0,67.0,2.0,0
11815,2916.666666666666,apartment,Palermo,84.0,70.0,3.0,1
11816,4285.714285714285,apartment,Palermo Hollywood,77.0,68.0,3.0,0
11817,1402.1739130434785,apartment,Monserrat,184.0,153.0,4.0,0
11819,2812.5,apartment,Palermo,96.0,56.0,3.0,0
11821,1972.972972972973,apartment,Flores,37.0,37.0,2.0,0
11822,2254.5454545454545,apartment,Almagro,55.0,51.0,1.0,0
11824,3265.30612244898,apartment,Recoleta,196.0,133.0,4.0,0
11828,2444.444444444445,apartment,Palermo,45.0,35.0,1.0,0
11829,2155.172413793104,apartment,Palermo,58.0,58.0,3.0,0
11830,2027.027027027027,apartment,Villa del Parque,37.0,37.0,2.0,0
11831,2229.7297297297296,apartment,Villa Crespo,74.0,66.0,4.0,0
11832,1903.8461538461536,apartment,Almagro,104.0,102.0,4.0,0
11834,2118.4216867469877,apartment,Almagro,83.0,69.0,3.0,0
11835,1785.9029126213593,apartment,Almagro,103.0,68.0,3.0,0
11837,2229.7297297297296,apartment,Villa Crespo,74.0,66.0,4.0,0
11838,2183.098591549296,apartment,Villa Crespo,71.0,71.0,1.0,0
11839,3823.529411764706,apartment,Palermo,17.0,17.0,1.0,0
11842,2700.0,apartment,Palermo,40.0,40.0,2.0,0
11843,2700.0,apartment,Palermo Hollywood,40.0,40.0,2.0,0
11846,2076.923076923077,apartment,Balvanera,65.0,65.0,3.0,0
11848,2312.5,apartment,Flores,80.0,63.0,3.0,1
11849,2428.5714285714284,apartment,Flores,70.0,70.0,3.0,0
11850,2247.5,apartment,Villa Crespo,40.0,40.0,2.0,0
11854,1860.4651162790685,apartment,Centro / Microcentro,86.0,86.0,3.0,0
11855,2637.362637362637,apartment,Caballito,91.0,71.0,3.0,0
11856,3148.1481481481487,apartment,Recoleta,270.0,265.0,4.0,0
11857,3148.1481481481487,apartment,Recoleta,270.0,265.0,5.0,0
11858,2500.0,apartment,Chacarita,48.0,44.0,2.0,1
11860,1838.4615384615383,apartment,Centro / Microcentro,65.0,65.0,3.0,0
11861,2120.0,apartment,Parque Chacabuco,75.0,72.0,3.0,0
11862,3765.0602409638564,apartment,Belgrano,332.0,278.0,5.0,0
11863,3146.853146853147,apartment,Belgrano,143.0,140.0,4.0,0
11865,2173.913043478261,apartment,Nuñez,115.0,80.0,3.0,1
11866,2200.0,apartment,Barrio Norte,90.0,80.0,3.0,0
11868,2034.090909090909,apartment,Caballito,88.0,66.0,3.0,0
11869,2397.538461538461,apartment,San Telmo,52.0,47.0,2.0,1
11870,2392.25,apartment,San Telmo,52.0,47.0,2.0,1
11874,2812.5,apartment,Palermo Hollywood,48.0,45.0,1.0,0
11875,1890.2439024390244,apartment,Caballito,82.0,74.0,3.0,0
11876,3160.0,apartment,Barrio Norte,25.0,25.0,2.0,0
11877,2032.2580645161293,apartment,San Telmo,62.0,62.0,3.0,0
11878,1567.5675675675675,apartment,Balvanera,74.0,71.0,3.0,1
11879,4788.732394366197,apartment,Palermo Chico,71.0,62.0,2.0,0
11880,1738.095238095238,apartment,Constitución,42.0,38.0,2.0,0
11882,3068.9655172413795,apartment,Las Cañitas,145.0,124.0,4.0,0
11883,2028.125,apartment,San Cristobal,32.0,32.0,2.0,0
11884,2852.348993288591,apartment,Recoleta,298.0,246.0,7.0,1
11885,2633.333333333333,apartment,Villa Urquiza,60.0,48.0,2.0,0
11888,2109.375,apartment,Villa del Parque,64.0,60.0,3.0,0
11893,2125.0,apartment,Villa Crespo,40.0,37.0,1.0,0
11894,2175.0,apartment,Villa Crespo,40.0,37.0,1.0,0
11899,3216.25,apartment,Belgrano,40.0,35.0,1.0,0
11900,2941.1764705882347,apartment,Belgrano,34.0,27.0,1.0,0
11901,2666.6666666666665,apartment,Recoleta,42.0,34.0,1.0,0
11903,2456.140350877193,apartment,Palermo,114.0,100.0,5.0,0
11904,3070.175438596492,apartment,Recoleta,114.0,106.0,4.0,0
11905,2456.140350877193,apartment,Palermo Soho,114.0,100.0,5.0,0
11906,2456.140350877193,apartment,Palermo Viejo,114.0,100.0,5.0,0
11908,1694.4444444444446,apartment,Centro / Microcentro,36.0,33.0,1.0,0
11909,3888.888888888889,apartment,Palermo,27.0,22.0,1.0,0
11910,4385.964912280701,apartment,Recoleta,171.0,171.0,5.0,0
11913,1491.0179640718563,apartment,Belgrano,334.0,128.0,4.0,1
11914,2222.222222222222,apartment,Almagro,54.0,54.0,3.0,0
11915,3122.448979591837,apartment,Belgrano,49.0,46.0,1.0,0
11916,3183.673469387755,apartment,Belgrano,49.0,46.0,1.0,0
11917,2241.3793103448274,apartment,Caballito,29.0,29.0,2.0,0
11918,3415.0943396226417,apartment,Belgrano,53.0,46.0,1.0,0
11919,2350.0,apartment,Belgrano,100.0,60.0,2.0,1
11920,4285.714285714285,apartment,Palermo Hollywood,77.0,69.0,3.0,0
11921,2909.090909090909,apartment,Recoleta,165.0,160.0,5.0,0
11922,3898.3050847457625,apartment,Recoleta,177.0,175.0,5.0,0
11923,2541.6666666666665,apartment,Las Cañitas,36.0,36.0,1.0,0
11924,2121.212121212121,apartment,Belgrano,99.0,99.0,3.0,0
11926,2675.675675675676,apartment,Recoleta,74.0,74.0,2.0,0
11927,1346.0082,apartment,Parque Chacabuco,100.0,100.0,4.0,0
11929,1346.0082,apartment,Parque Chacabuco,100.0,100.0,4.0,0
11930,3112.244897959184,apartment,Belgrano,98.0,79.0,3.0,0
11931,2968.75,apartment,Palermo,32.0,32.0,2.0,0
11937,1900.0,apartment,Caballito,50.0,50.0,1.0,0
11938,2741.935483870968,apartment,Palermo,31.0,31.0,2.0,0
11941,3150.0,apartment,Palermo,60.0,55.0,3.0,0
11947,2435.897435897436,apartment,Saavedra,39.0,35.0,1.0,0
11948,2500.0,apartment,Parque Chacabuco,60.0,50.0,2.0,0
11949,3029.4117647058824,apartment,Belgrano,34.0,32.0,1.0,0
11950,2430.769230769231,apartment,Belgrano,65.0,62.0,2.0,0
11951,1089.7435897435898,apartment,Once,78.0,65.0,2.0,0
11952,1089.7435897435898,apartment,Once,78.0,65.0,2.0,0
11965,2945.054945054945,apartment,Flores,91.0,83.0,4.0,0
11966,2518.518518518519,apartment,Balvanera,27.0,27.0,1.0,0
11968,1604.166666666667,apartment,Parque Patricios,48.0,44.0,3.0,0
11971,3250.0,apartment,Belgrano,52.0,45.0,1.0,0
11979,2000.0,apartment,Palermo,60.0,50.0,2.0,0
11992,2074.235807860262,apartment,Recoleta,458.0,221.0,4.0,0
11994,2562.5,apartment,Belgrano,160.0,134.0,4.0,0
12004,2270.2702702702704,apartment,Belgrano,185.0,150.0,4.0,0
12005,3075.0,apartment,Barrio Norte,200.0,165.0,5.0,0
12007,2512.820512820513,apartment,Saavedra,39.0,35.0,1.0,0
12008,3256.4102564102564,apartment,Saavedra,39.0,35.0,1.0,0
12009,3796.791443850268,apartment,Barrio Norte,187.0,177.0,5.0,0
12012,5098.039215686274,apartment,Palermo,51.0,51.0,2.0,0
12013,1754.385964912281,apartment,Once,114.0,114.0,4.0,0
12014,3522.7272727272725,apartment,Palermo,44.0,42.0,2.0,0
12018,4981.0,apartment,Recoleta,145.0,130.0,1.0,0
12020,5022.625899280575,apartment,Recoleta,139.0,128.0,1.0,0
12021,2444.444444444445,apartment,Parque Patricios,135.0,118.0,4.0,0
12022,1657.8947368421052,apartment,Tribunales,38.0,38.0,2.0,0
12026,2800.0,apartment,Abasto,50.0,47.0,2.0,0
12027,2475.8620689655168,apartment,Centro / Microcentro,29.0,29.0,1.0,0
12035,2405.405405405405,apartment,Villa Crespo,37.0,34.0,1.0,0
12037,2486.486486486487,apartment,Villa Crespo,37.0,34.0,1.0,0
12038,2341.269841269841,apartment,Belgrano,126.0,119.0,5.0,0
12039,3000.0,apartment,Nuñez,85.0,70.0,3.0,0
12040,3684.2105263157896,apartment,Recoleta,323.0,323.0,7.0,0
12041,2013.888888888889,apartment,Caballito,36.0,36.0,2.0,0
12042,2250.0,apartment,Caballito,140.0,100.0,4.0,0
12043,5272.727272727273,apartment,Puerto Madero,55.0,55.0,2.0,0
12044,2363.6363636363635,apartment,Almagro,44.0,32.0,2.0,0
12046,2933.333333333333,apartment,Centro / Microcentro,75.0,55.0,2.0,0
12047,6320.0,apartment,Palermo Chico,250.0,240.0,5.0,0
12051,2500.0,apartment,Belgrano,68.0,68.0,2.0,0
12052,1537.5,apartment,Flores,80.0,75.0,4.0,0
12054,2350.0,apartment,Belgrano,100.0,60.0,2.0,1
12056,2450.0,apartment,Caballito,40.0,40.0,2.0,0
12057,2365.7894736842104,apartment,Belgrano,38.0,38.0,2.0,0
12059,2500.0,apartment,Belgrano,42.0,42.0,2.0,0
12060,3428.0169491525426,apartment,Palermo Hollywood,59.0,59.0,2.0,0
12061,5136.986301369863,apartment,Recoleta,146.0,146.0,6.0,0
12075,2444.444444444445,apartment,Barracas,36.0,34.0,2.0,0
