,price_usd_per_m2,property_type,place_name,surface_total_in_m2,surface_covered_in_m2,ambientes,parrilla
7597,1960.5263157894733,apartment,Congreso,76.0,69.0,4.0,0
7598,1608.0459770114942,apartment,Balvanera,87.0,78.0,1.0,0
7599,3658.536585365853,apartment,Belgrano,41.0,37.0,1.0,0
7601,3679.2452830188677,apartment,Palermo Chico,53.0,42.0,2.0,0
7602,2840.0,apartment,Colegiales,25.0,21.0,1.0,0
7603,2788.888888888889,apartment,Belgrano,36.0,32.0,1.0,0
7604,2785.6481481481487,apartment,Belgrano,54.0,46.0,2.0,0
7605,2776.785714285714,apartment,Belgrano,56.0,45.0,2.0,0
7606,2759.4594594594605,apartment,Belgrano,74.0,64.0,3.0,0
7608,2941.1764705882347,apartment,Almagro,34.0,30.0,1.0,0
7609,2421.212121212121,apartment,Villa Urquiza,33.0,30.0,1.0,0
7611,2962.962962962963,apartment,Recoleta,27.0,27.0,1.0,0
7615,2674.418604651163,apartment,Palermo,86.0,79.0,4.0,0
7616,4400.0,apartment,Palermo Chico,75.0,68.0,2.0,0
7620,2230.2158273381297,apartment,Palermo,139.0,132.0,5.0,0
7622,1781.8181818181818,apartment,Villa Pueyrredón,55.0,55.0,3.0,0
7623,2800.0,apartment,Villa Devoto,30.0,28.0,1.0,0
7624,3739.1304347826094,apartment,Retiro,23.0,23.0,1.0,0
7629,3301.8867924528304,apartment,Palermo,53.0,53.0,3.0,0
7635,2123.287671232877,apartment,Chacarita,73.0,73.0,3.0,0
7636,2869.5652173913045,apartment,Palermo,69.0,62.0,3.0,0
7637,1600.0,apartment,Once,50.0,50.0,3.0,0
7638,2321.428571428572,apartment,Recoleta,28.0,24.0,1.0,0
7665,2675.675675675676,apartment,Nuñez,37.0,33.0,1.0,0
7666,2071.428571428572,apartment,Caballito,42.0,30.0,1.0,1
7667,2265.8227848101264,apartment,Floresta,79.0,73.0,4.0,0
7668,7906.976744186049,apartment,Puerto Madero,215.0,174.0,6.0,0
7669,2230.2158273381297,apartment,Palermo,139.0,132.0,5.0,0
7670,2365.2694610778444,apartment,Caballito,167.0,167.0,5.0,1
7672,2483.985765124555,apartment,Recoleta,281.0,241.0,6.0,0
7673,2272.7272727272725,apartment,Almagro,55.0,55.0,3.0,0
7674,2833.333333333333,apartment,Villa del Parque,90.0,90.0,4.0,0
7675,2621.3592233009713,apartment,Palermo Viejo,103.0,97.0,4.0,1
7677,2100.0,apartment,Barrio Norte,60.0,60.0,2.0,0
7679,3904.109589041096,apartment,Palermo,73.0,68.0,1.0,0
7680,5165.289256198347,apartment,Recoleta,242.0,242.0,5.0,0
7681,2777.777777777778,apartment,Villa Crespo,27.0,27.0,2.0,0
7682,3382.9787234042547,apartment,Recoleta,235.0,222.0,5.0,0
7683,2982.456140350877,apartment,Barrio Norte,57.0,54.0,3.0,0
7684,3828.8288288288286,apartment,Recoleta,111.0,101.0,4.0,0
7686,2215.1898734177216,apartment,Barrio Norte,79.0,61.0,3.0,1
7687,2636.3636363636365,apartment,Palermo Soho,55.0,50.0,2.0,0
7688,2575.757575757576,apartment,Nuñez,66.0,46.0,2.0,1
7689,2181.818181818182,apartment,Palermo Soho,55.0,50.0,1.0,0
7692,2048.6111111111113,apartment,Las Cañitas,144.0,110.0,4.0,0
7693,3545.4545454545455,apartment,Palermo,110.0,110.0,4.0,0
7694,2200.0,apartment,Palermo Soho,45.0,45.0,2.0,0
7695,2779.069767441861,apartment,Belgrano,43.0,40.0,2.0,0
7697,2608.695652173913,apartment,Recoleta,69.0,68.0,4.0,0
7698,4564.315352697096,apartment,Recoleta,241.0,241.0,5.0,0
7699,1969.6969696969693,apartment,Barrio Norte,66.0,66.0,3.0,0
7700,1969.6969696969693,apartment,Centro / Microcentro,66.0,66.0,3.0,0
7704,2111.1111111111113,apartment,Barracas,45.0,45.0,2.0,0
7705,3088.2352941176478,apartment,Palermo,68.0,60.0,2.0,1
7706,2562.5,apartment,San Nicolás,32.0,29.0,1.0,0
7709,2426.4705882352937,apartment,Flores,68.0,62.0,3.0,0
7710,1759.2592592592596,apartment,Flores,108.0,100.0,4.0,0
7713,1949.1525423728813,apartment,Villa Devoto,59.0,50.0,3.0,0
7714,3240.963855421687,apartment,Belgrano,83.0,78.0,1.0,0
7715,2734.375,apartment,Belgrano,128.0,124.0,4.0,0
7717,3111.1111111111113,apartment,Villa Devoto,90.0,80.0,3.0,0
7719,2551.7241379310344,apartment,Palermo Hollywood,29.0,29.0,1.0,0
7740,1620.3134146341465,apartment,Flores,41.0,41.0,1.0,0
7741,1873.3708139534888,apartment,San Cristobal,86.0,86.0,1.0,0
7742,2373.684210526316,apartment,Villa Crespo,38.0,38.0,1.0,0
7747,2835.0515463917527,apartment,Recoleta,194.0,181.0,4.0,1
7749,4936.170212765957,apartment,Palermo Chico,47.0,41.0,2.0,0
7750,1969.6969696969693,apartment,Tribunales,66.0,66.0,3.0,0
7751,2023.8095238095239,apartment,Recoleta,84.0,84.0,4.0,0
7752,2177.4193548387093,apartment,Centro / Microcentro,62.0,57.0,3.0,0
7753,1875.0,apartment,Once,64.0,60.0,3.0,0
7755,3085.1063829787236,apartment,Palermo Soho,94.0,80.0,3.0,1
7756,1366.1971830985915,apartment,Flores,71.0,46.0,2.0,0
7757,2720.0,apartment,Caballito,125.0,115.0,4.0,1
7758,2754.237288135593,apartment,Recoleta,118.0,118.0,4.0,0
7759,1969.6969696969693,apartment,Barrio Norte,66.0,66.0,3.0,0
7760,1969.6969696969693,apartment,Centro / Microcentro,66.0,66.0,3.0,0
7761,2400.0,apartment,Liniers,50.0,50.0,2.0,0
7762,2087.719298245614,apartment,Caballito,57.0,57.0,3.0,0
7763,1960.0,apartment,San Nicolás,50.0,50.0,1.0,0
7764,2200.0,apartment,Flores,100.0,100.0,3.0,0
7765,5333.333333333333,apartment,Palermo,300.0,300.0,5.0,0
7766,2809.523809523809,apartment,Palermo Soho,105.0,90.0,3.0,1
7767,2250.0,apartment,Caballito,42.0,37.0,1.0,0
7768,3750.0,apartment,Palermo Chico,200.0,200.0,4.0,0
7769,2451.923076923077,apartment,Barrio Norte,104.0,85.0,4.0,0
7770,1587.3015873015872,apartment,San Telmo,63.0,63.0,2.0,0
7772,2800.0,apartment,Caballito,50.0,48.0,2.0,0
7774,3000.0,apartment,Recoleta,50.0,44.0,2.0,0
7775,3051.9480519480517,apartment,Belgrano,77.0,69.0,3.0,0
7776,2343.75,apartment,Palermo,160.0,120.0,4.0,0
7777,2280.701754385965,apartment,Colegiales,57.0,54.0,3.0,0
7778,3500.0,apartment,Nuñez,48.0,44.0,2.0,0
7779,3500.0,apartment,Nuñez,48.0,44.0,2.0,0
7780,3928.571428571429,apartment,Recoleta,42.0,39.0,1.0,1
7782,1906.9767441860465,apartment,Barrio Norte,43.0,35.0,1.0,0
7783,3756.410256410256,apartment,Recoleta,78.0,63.0,2.0,1
7784,2454.5454545454545,apartment,Recoleta,110.0,108.0,3.0,0
7785,2500.0,apartment,Villa del Parque,38.0,38.0,2.0,0
7786,3083.333333333333,apartment,Saavedra,48.0,43.0,2.0,1
7787,5500.0,apartment,Puerto Madero,400.0,400.0,6.0,0
7788,1242.857142857143,apartment,Floresta,70.0,70.0,4.0,0
7790,3181.818181818182,apartment,Palermo,110.0,106.0,4.0,0
7792,3472.222222222222,apartment,Caballito,360.0,290.0,5.0,0
7793,1324.375,apartment,Chacarita,80.0,38.0,1.0,1
7794,2777.777777777778,apartment,Almagro,45.0,39.0,2.0,0
7795,1800.0,apartment,San Nicolás,60.0,60.0,2.0,0
7796,2771.4285714285716,apartment,Caballito,35.0,32.0,1.0,1
7799,2740.0,apartment,Barrio Norte,25.0,25.0,1.0,0
7800,1602.5641025641025,apartment,Barrio Norte,78.0,40.0,2.0,0
7802,2571.428571428572,apartment,Retiro,70.0,70.0,2.0,0
7803,2371.428571428572,apartment,Palermo,105.0,99.0,4.0,0
7806,2351.2623076923073,apartment,Nuñez,65.0,56.0,1.0,0
7839,1416.666666666667,apartment,Mataderos,60.0,60.0,4.0,0
7840,2198.5294117647063,apartment,Almagro,68.0,61.0,3.0,0
7843,2265.8227848101264,apartment,Floresta,79.0,79.0,4.0,0
7845,1897.9591836734687,apartment,Floresta,49.0,43.0,2.0,0
7846,3057.851239669421,apartment,Belgrano,121.0,112.0,5.0,0
7847,2265.8227848101264,apartment,Floresta,79.0,79.0,4.0,0
7848,1979.166666666667,apartment,Retiro,480.0,480.0,10.0,0
7849,2125.0,apartment,Balvanera,60.0,52.0,3.0,0
7850,1831.4606741573034,apartment,Caballito,89.0,89.0,3.0,0
7853,1781.25,apartment,Villa Crespo,64.0,60.0,3.0,0
7854,2138.4615384615386,apartment,Palermo,65.0,59.0,3.0,0
7855,2029.0697674418604,apartment,Villa Crespo,86.0,79.0,3.0,0
7856,2126.406595744681,apartment,Villa Crespo,47.0,42.0,1.0,1
7857,2174.3208974358968,apartment,Villa Crespo,78.0,72.0,4.0,1
7858,2384.1527659574467,apartment,Villa Crespo,47.0,42.0,1.0,1
7859,2185.1335443037974,apartment,Villa Crespo,79.0,65.0,3.0,1
7860,1949.1234615384617,apartment,Villa Crespo,78.0,72.0,4.0,1
7861,3234.7155319148937,apartment,Villa Crespo,47.0,42.0,1.0,1
7862,1825.0,apartment,San Telmo,40.0,33.0,2.0,0
7864,2513.157894736842,apartment,Palermo Hollywood,38.0,35.0,1.0,0
7865,2641.509433962264,apartment,Caballito,53.0,50.0,2.0,0
7867,2547.169811320755,apartment,Caballito,53.0,50.0,2.0,0
7868,1802.1978021978025,apartment,Tribunales,91.0,91.0,4.0,0
7869,2659.5744680851058,apartment,Belgrano,141.0,133.0,4.0,0
7870,2804.8780487804884,apartment,Belgrano,41.0,38.0,1.0,0
7871,3243.2432432432433,apartment,Belgrano,74.0,65.0,3.0,0
7872,3666.666666666666,apartment,Palermo,150.0,144.0,5.0,0
7873,4790.419161676647,apartment,Recoleta,334.0,310.0,8.0,0
7874,1579.3650793650793,apartment,Barrio Norte,63.0,60.0,2.0,0
7876,2937.5,apartment,Almagro,32.0,30.0,1.0,0
7877,4000.0,apartment,Palermo Chico,59.0,59.0,1.0,0
7878,2131.1475409836066,apartment,Caballito,61.0,53.0,3.0,0
7883,3432.8358208955224,apartment,Caballito,67.0,62.0,1.0,0
7930,1625.0,apartment,Floresta,48.0,48.0,2.0,0
7932,1811.111111111111,apartment,Villa Crespo,45.0,39.0,1.0,0
7933,1811.111111111111,apartment,Paternal,45.0,39.0,1.0,0
7934,1811.111111111111,apartment,Paternal,45.0,39.0,1.0,0
7941,2393.617021276596,apartment,Caballito,94.0,86.0,4.0,0
7942,3677.248677248677,apartment,Recoleta,189.0,189.0,4.0,0
7944,2513.8888888888887,apartment,Barrio Norte,36.0,36.0,2.0,0
7945,5722.891566265061,apartment,Puerto Madero,83.0,83.0,3.0,0
7946,1560.9756097560974,apartment,Boca,82.0,74.0,4.0,0
7947,4450.0,apartment,Puerto Madero,200.0,180.0,5.0,0
7948,3305.555555555556,apartment,Belgrano,36.0,35.0,2.0,0
7950,2292.6829268292677,apartment,Villa del Parque,41.0,34.0,2.0,0
7953,2366.6666666666665,apartment,Caballito,30.0,26.0,1.0,0
7956,1988.888888888889,apartment,Balvanera,45.0,45.0,2.0,0
7958,2595.4198473282445,apartment,Caballito,131.0,131.0,5.0,0
7959,1964.2857142857144,apartment,Nuñez,84.0,62.0,2.0,1
7961,7975.460122699386,apartment,Puerto Madero,163.0,163.0,1.0,0
7963,2285.714285714286,apartment,Retiro,70.0,70.0,2.0,0
7964,2230.769230769231,apartment,Almagro,65.0,45.0,2.0,0
7965,1526.3157894736844,apartment,Flores,76.0,53.0,3.0,0
7966,3142.857142857143,apartment,Caballito,70.0,67.0,3.0,1
7977,2077.9220779220777,apartment,Chacarita,77.0,70.0,4.0,0
7978,2257.142857142857,apartment,Flores,35.0,31.0,1.0,0
7979,2052.6315789473683,apartment,San Cristobal,57.0,45.0,2.0,1
7980,1758.2417582417581,apartment,Caballito,182.0,125.0,4.0,0
7981,1967.7419354838707,apartment,Flores,62.0,62.0,3.0,0
7982,3594.638297872341,apartment,Recoleta,47.0,44.0,2.0,0
7983,3511.3555555555554,apartment,Recoleta,45.0,41.0,2.0,0
7984,3458.638888888889,apartment,Recoleta,36.0,33.0,1.0,0
7985,1738.541666666667,apartment,Flores,96.0,88.0,4.0,0
7986,2119.5652173913045,apartment,Caballito,92.0,92.0,4.0,0
7990,2166.6666666666665,apartment,Congreso,30.0,30.0,2.0,0
7991,2471.428571428572,apartment,Palermo,70.0,58.0,3.0,0
7992,3243.2432432432433,apartment,Palermo,74.0,50.0,2.0,0
7993,2500.0,apartment,Belgrano,44.0,40.0,2.0,0
7995,2961.038961038961,apartment,Belgrano,77.0,65.0,3.0,0
7997,3153.153153153153,apartment,Palermo,111.0,81.0,2.0,1
7998,3153.153153153153,apartment,Palermo Hollywood,111.0,81.0,2.0,1
7999,1882.3529411764707,apartment,Villa Crespo,85.0,80.0,4.0,0
8000,1882.3529411764707,apartment,Palermo,85.0,80.0,4.0,0
8001,6648.648648648647,apartment,Puerto Madero,185.0,147.0,5.0,0
8004,2961.957746478873,apartment,Villa Urquiza,71.0,49.0,4.0,0
8011,2197.5308641975307,apartment,San Nicolás,162.0,162.0,5.0,0
8012,3555.555555555556,apartment,Palermo Soho,45.0,40.0,1.0,1
8013,2265.8227848101264,apartment,Floresta,79.0,79.0,4.0,0
8014,2816.666666666666,apartment,Caballito,60.0,57.0,3.0,0
8015,3044.7761194029854,apartment,Belgrano,67.0,53.0,1.0,0
8016,3416.666666666666,apartment,Palermo,30.0,30.0,1.0,0
8017,2200.0,apartment,San Telmo,85.0,59.0,2.0,0
8020,1358.695652173913,apartment,Once,368.0,275.0,5.0,1
8022,2931.0344827586205,apartment,Villa Crespo,29.0,29.0,2.0,0
8023,2714.285714285714,apartment,Barrio Norte,35.0,35.0,1.0,0
8024,1946.3087248322147,apartment,Barracas,149.0,149.0,4.0,0
8025,4173.913043478261,apartment,Recoleta,23.0,23.0,1.0,0
8026,2285.714285714286,apartment,Villa Crespo,56.0,48.0,2.0,0
8028,1838.235294117647,apartment,Parque Chacabuco,68.0,68.0,3.0,0
8030,2120.689655172414,apartment,Liniers,58.0,43.0,3.0,0
8032,2045.4545454545453,apartment,Barracas,220.0,220.0,5.0,0
8033,2801.418439716312,apartment,Palermo,282.0,238.0,6.0,0
8034,2685.1851851851848,apartment,Palermo,54.0,45.0,2.0,0
8035,2141.1764705882347,apartment,Almagro,85.0,74.0,4.0,0
8037,2833.333333333333,apartment,Palermo,60.0,60.0,3.0,0
8038,784.0909090909091,apartment,Villa Lugano,88.0,88.0,5.0,0
8039,784.0909090909091,apartment,Villa Lugano,88.0,88.0,5.0,0
8042,2613.6363636363635,apartment,Belgrano,44.0,44.0,2.0,0
8045,2875.0,apartment,Palermo,40.0,40.0,2.0,0
8046,1677.9661016949149,apartment,Parque Patricios,59.0,56.0,3.0,1
8047,2867.6470588235293,apartment,Belgrano,34.0,34.0,1.0,1
8049,2351.351351351351,apartment,Chacarita,37.0,37.0,2.0,0
8050,1963.6363636363642,apartment,Liniers,55.0,55.0,3.0,0
8053,3035.714285714286,apartment,Belgrano,84.0,75.0,3.0,1
8054,2083.333333333333,apartment,Liniers,72.0,46.0,3.0,0
8055,2209.3023255813955,apartment,Liniers,86.0,64.0,3.0,0
8056,2209.3023255813955,apartment,Liniers,86.0,64.0,3.0,0
8058,2910.714285714286,apartment,Belgrano,56.0,53.0,3.0,1
8059,3339.285714285714,apartment,Belgrano,56.0,53.0,2.0,1
8080,1107.6923076923076,apartment,Boca,65.0,58.0,3.0,0
8081,1184.6153846153845,apartment,Boca,65.0,58.0,3.0,0
8082,2133.8912133891213,apartment,Flores,239.0,210.0,5.0,1
8083,4552.238805970149,apartment,Recoleta,67.0,64.0,3.0,1
8084,1500.0,apartment,Floresta,50.0,45.0,2.0,0
8085,2800.0,apartment,Palermo,40.0,35.0,1.0,0
8086,1307.6923076923074,apartment,Liniers,65.0,65.0,3.0,0
8087,2567.5675675675675,apartment,Villa del Parque,37.0,37.0,2.0,0
8089,1024.0963855421687,apartment,Mataderos,83.0,35.0,1.0,0
8090,2254.901960784314,apartment,Almagro,51.0,51.0,3.0,0
8091,733.3333333333335,apartment,Mataderos,120.0,40.0,1.0,0
8092,2859.504132231405,apartment,Barrio Norte,121.0,118.0,4.0,0
8094,2450.0,apartment,Barrio Norte,40.0,40.0,1.0,0
8096,1583.333333333333,apartment,Mataderos,60.0,50.0,3.0,0
8101,3243.2432432432433,apartment,Belgrano,74.0,65.0,3.0,0
8102,4105.263157894737,apartment,Palermo Chico,190.0,179.0,5.0,0
8103,1666.666666666667,apartment,Caballito,150.0,80.0,4.0,0
8104,2336.9565217391305,apartment,Belgrano,92.0,84.0,3.0,0
8105,2741.935483870968,apartment,Retiro,62.0,62.0,2.0,0
8107,1950.0,apartment,Retiro,40.0,40.0,1.0,0
8109,2631.578947368421,apartment,Las Cañitas,247.0,200.0,5.0,0
8115,2226.4150943396226,apartment,Flores,53.0,50.0,2.0,0
8116,2395.833333333333,apartment,Flores,48.0,37.0,2.0,0
8117,2361.1111111111113,apartment,Flores,72.0,68.0,3.0,0
8118,2239.1304347826085,apartment,Flores,46.0,42.0,2.0,0
8119,2239.1304347826085,apartment,Flores,46.0,42.0,2.0,0
8120,2321.428571428572,apartment,Flores,28.0,22.0,1.0,0
8121,2183.908045977012,apartment,Flores,87.0,69.0,3.0,0
8122,2259.259259259259,apartment,Flores,54.0,51.0,2.0,0
8123,2346.938775510204,apartment,Flores,49.0,46.0,2.0,0
8124,2291.6666666666665,apartment,Flores,72.0,68.0,3.0,0
8125,2326.086956521739,apartment,Flores,46.0,43.0,2.0,0
8126,2326.086956521739,apartment,Flores,46.0,42.0,2.0,0
8127,2298.850574712644,apartment,Flores,87.0,69.0,3.0,0
8128,2356.32183908046,apartment,Flores,87.0,69.0,3.0,0
8129,2363.6363636363635,apartment,Flores,33.0,28.0,1.0,0
8130,2484.848484848485,apartment,Flores,33.0,28.0,1.0,0
8131,2212.121212121212,apartment,Flores,33.0,29.0,1.0,0
8132,2484.848484848485,apartment,Flores,33.0,29.0,1.0,0
8133,2281.25,apartment,Flores,32.0,28.0,1.0,0
8134,2312.5,apartment,Flores,32.0,28.0,1.0,0
8135,2343.75,apartment,Flores,32.0,28.0,1.0,0
8136,2210.5263157894738,apartment,Flores,38.0,34.0,1.0,0
8137,2315.7894736842104,apartment,Flores,38.0,34.0,1.0,0
8138,2243.2432432432433,apartment,Flores,37.0,37.0,2.0,0
8139,2324.324324324324,apartment,Flores,37.0,37.0,2.0,0
8140,2297.297297297297,apartment,Flores,37.0,37.0,2.0,0
8141,2243.2432432432433,apartment,Flores,37.0,37.0,2.0,0
8142,2333.333333333333,apartment,Flores,45.0,42.0,2.0,0
8143,2333.333333333333,apartment,Flores,45.0,42.0,2.0,0
8144,2264.1509433962265,apartment,Flores,53.0,50.0,2.0,0
8145,2320.754716981132,apartment,Flores,53.0,50.0,2.0,0
8146,2321.428571428572,apartment,Flores,28.0,22.0,1.0,0
8147,2321.428571428572,apartment,Flores,28.0,22.0,1.0,0
8148,2370.3703703703704,apartment,Flores,27.0,21.0,1.0,0
8149,2363.6363636363635,apartment,Flores,33.0,27.0,1.0,0
8150,2162.162162162162,apartment,Flores,37.0,37.0,2.0,0
8151,2222.222222222222,apartment,Flores,36.0,30.0,2.0,0
8152,2222.222222222222,apartment,Flores,45.0,42.0,2.0,0
8153,2264.1509433962265,apartment,Flores,53.0,50.0,2.0,0
8154,1690.6474820143885,apartment,Caballito,139.0,73.0,3.0,1
8155,1883.1168831168832,apartment,Caballito,77.0,46.0,2.0,1
8156,2384.615384615385,apartment,Caballito,52.0,46.0,2.0,1
8157,2384.615384615385,apartment,Caballito,52.0,46.0,2.0,1
8158,2442.3076923076924,apartment,Caballito,52.0,46.0,2.0,1
8159,2500.0,apartment,Caballito,52.0,46.0,2.0,1
8160,2403.846153846154,apartment,Caballito,52.0,46.0,2.0,1
8161,2461.538461538461,apartment,Caballito,52.0,46.0,2.0,1
8162,2519.230769230769,apartment,Caballito,52.0,46.0,2.0,1
8163,2576.923076923077,apartment,Caballito,52.0,46.0,2.0,1
8164,2519.230769230769,apartment,Caballito,52.0,46.0,2.0,1
8165,2407.4074074074074,apartment,Caballito,81.0,73.0,3.0,1
8166,2444.444444444445,apartment,Caballito,81.0,73.0,3.0,1
8167,2481.481481481481,apartment,Caballito,81.0,73.0,3.0,1
8168,2518.518518518519,apartment,Caballito,81.0,73.0,3.0,1
8169,2555.555555555556,apartment,Caballito,81.0,73.0,3.0,1
8170,2518.518518518519,apartment,Caballito,81.0,73.0,3.0,1
8171,2377.3584905660377,apartment,Caballito,53.0,46.0,2.0,1
8172,2377.3584905660377,apartment,Caballito,53.0,46.0,2.0,1
8173,2490.566037735849,apartment,Caballito,53.0,46.0,2.0,1
8174,2391.304347826087,apartment,San Telmo,46.0,43.0,2.0,0
8175,2303.030303030303,apartment,San Telmo,33.0,29.0,1.0,0
8176,2386.3636363636365,apartment,San Telmo,44.0,41.0,2.0,0
8177,2205.8823529411766,apartment,San Telmo,34.0,31.0,1.0,0
8178,2281.25,apartment,San Telmo,32.0,29.0,1.0,0
8179,2326.086956521739,apartment,San Telmo,46.0,43.0,2.0,0
8180,2282.608695652174,apartment,San Telmo,46.0,43.0,2.0,0
8181,2391.304347826087,apartment,San Telmo,46.0,43.0,2.0,0
8182,2437.5,apartment,San Telmo,32.0,29.0,1.0,0
8183,2500.0,apartment,San Telmo,32.0,29.0,1.0,0
8184,2393.939393939394,apartment,San Telmo,33.0,29.0,1.0,0
8185,2291.6666666666665,apartment,San Telmo,48.0,44.0,2.0,0
8186,2240.0,apartment,San Telmo,50.0,44.0,2.0,0
8187,2837.837837837838,apartment,San Telmo,37.0,44.0,2.0,0
8188,2403.846153846154,apartment,Caballito,52.0,46.0,2.0,1
8189,2363.6363636363635,apartment,Flores,33.0,29.0,1.0,0
8190,1900.0,apartment,Almagro,50.0,45.0,2.0,0
8239,2947.3684210526317,apartment,Las Cañitas,95.0,65.0,3.0,0
8240,2947.3684210526317,apartment,Las Cañitas,95.0,65.0,3.0,0
8245,2000.0,apartment,Villa Crespo,80.0,70.0,3.0,0
8248,4360.1895734597165,apartment,Palermo,211.0,211.0,7.0,0
8249,2233.333333333333,apartment,Barracas,30.0,30.0,1.0,0
8250,2375.0,apartment,Almagro,40.0,37.0,2.0,1
8253,2419.3548387096776,apartment,Barrio Norte,186.0,176.0,4.0,0
8254,3062.5,apartment,San Telmo,48.0,45.0,2.0,0
8255,4521.739130434783,apartment,Belgrano,115.0,115.0,4.0,0
8257,2722.7272727272725,apartment,Congreso,22.0,22.0,1.0,0
8260,2066.6666666666665,apartment,Almagro,30.0,30.0,1.0,1
8261,1811.5942028985507,apartment,Almagro,69.0,69.0,1.0,1
8262,2594.5945945945946,apartment,Belgrano,37.0,37.0,1.0,1
8264,2370.967741935484,apartment,Belgrano,62.0,62.0,2.0,1
8265,2823.529411764706,apartment,Belgrano,34.0,34.0,1.0,1
8266,2480.769230769231,apartment,Retiro,52.0,52.0,3.0,1
8267,2880.952380952381,apartment,Palermo Hollywood,42.0,42.0,1.0,1
8268,2916.666666666666,apartment,Palermo Hollywood,36.0,36.0,1.0,1
8269,2133.333333333333,apartment,Belgrano,60.0,60.0,3.0,0
8270,2049.180327868853,apartment,Flores,61.0,61.0,2.0,0
8271,2063.8297872340427,apartment,Flores,47.0,47.0,2.0,0
8272,2100.0,apartment,Nuñez,30.0,30.0,1.0,0
8273,2100.0,apartment,Nuñez,30.0,30.0,1.0,0
8274,2042.5531914893616,apartment,Flores,47.0,47.0,2.0,0
8275,3453.6082474226805,apartment,Caballito,97.0,97.0,4.0,1
8276,1975.0,apartment,Congreso,40.0,40.0,2.0,0
8277,2605.0420168067226,apartment,Almagro,238.0,238.0,5.0,0
8278,2500.0,apartment,Belgrano,72.0,55.0,3.0,0
8282,2923.728813559321,apartment,Recoleta,118.0,115.0,3.0,0
8283,1754.054054054054,apartment,Barrio Norte,37.0,26.0,1.0,0
8286,2686.2745098039222,apartment,Caballito,51.0,47.0,2.0,0
8287,3200.0,apartment,Palermo Hollywood,40.0,40.0,1.0,1
8288,2300.0,apartment,Centro / Microcentro,25.0,25.0,1.0,0
8290,2659.5744680851058,apartment,Caballito,94.0,87.0,4.0,0
8291,2585.714285714286,apartment,Palermo,70.0,51.0,2.0,1
8292,2717.391304347826,apartment,Villa Crespo,46.0,42.0,2.0,0
8293,1947.3684210526321,apartment,Villa Crespo,38.0,36.0,1.0,0
8294,2095.2380952380954,apartment,Caballito,84.0,84.0,4.0,0
8295,2541.6666666666665,apartment,Belgrano,72.0,65.0,4.0,0
8298,1588.235294117647,apartment,Villa del Parque,51.0,45.0,1.0,0
8299,1878.1725888324872,apartment,Caballito,197.0,177.0,5.0,0
8301,3625.0,apartment,Recoleta,120.0,120.0,4.0,0
8302,4857.142857142857,apartment,Palermo,140.0,140.0,4.0,0
8303,2668.918918918919,apartment,Caballito,148.0,145.0,4.0,0
8304,1813.9534883720928,apartment,Almagro,43.0,33.0,2.0,0
8305,1888.888888888889,apartment,Floresta,45.0,30.0,1.0,0
8306,2140.1714285714284,apartment,Villa Urquiza,35.0,30.0,1.0,0
8307,2977.5280898876404,apartment,Caballito,89.0,80.0,4.0,0
8308,2189.942857142857,apartment,Villa Urquiza,35.0,30.0,1.0,0
8309,2239.714285714286,apartment,Villa Urquiza,35.0,30.0,1.0,0
8310,2394.0,apartment,Villa Urquiza,36.0,29.0,1.0,0
8311,2344.1111111111113,apartment,Villa Urquiza,36.0,29.0,1.0,0
8312,2294.25,apartment,Villa Urquiza,36.0,29.0,1.0,0
8313,2056.833333333333,apartment,Villa Urquiza,36.0,29.0,1.0,0
8314,3695.652173913044,apartment,Recoleta,46.0,41.0,1.0,0
8315,2684.5637583892617,apartment,Recoleta,149.0,149.0,4.0,0
8316,2869.5652173913045,apartment,Recoleta,23.0,23.0,1.0,0
8317,3265.30612244898,apartment,Recoleta,147.0,142.0,4.0,0
8318,4594.594594594595,apartment,Puerto Madero,37.0,37.0,1.0,0
8319,2744.1860465116283,apartment,Parque Chacabuco,43.0,40.0,1.0,0
